index	Neme	Életkora	Gyermeke	Isk	Anyagi	PÉlmény%	Testi-Fi	ÁltLelki	ÁltEgÁll	Fizerõ	Arcocska	Aggodalo	Ideges	Feszült	Nyugtala	Diener1	Diener2	Diener3	Diener4	Diener5	Diener6	Diener7	Diener8	Jóllét	Savor	AVhat	Önreg	Rezil	M_Flow	GJérz	GJpszi	GJszoc	GJspir	GJérzpsz	GJspszoc	PIK_MM	PIK_AV	PIK_Önr	PIK_Rez	PPozÉrz	PElmély	PPozKapc	PÉrtCél	PTelj	PBoldog	PEgészs	PNegÉrz	PMagány	PERMA
1251	1	31	0	2	4	60	3	3	4	4	3	3	3	3	5	5	5	5	4	5	6	6	6	3.3333	3	3.2	5.3333	2.6667	4	4.4	4.5	3	4	4.45	3.5	2.1667	1.5	4	4	20	13	16	17	12	7	17	15	6	121
1253	1	60	2	4	4	20	4	4	4	4	3	3	4	4	3	6	5	6	5	6	7	6	7	4.3333	2.3333	4.4	5	3.6667	4.6667	3.8	3.75	3.75	3.5	3.775	3.625	2.6667	2.75	3.3333	3.3333	22	23	20	21	24	5	16	4	0	167
1256	1	42	0	2	2	70	4	4	4	5	3	4	3	3	1	6	2	5	5	5	5	5	5	4.6667	5	5	4.3333	3	5.3333	3.8	3.75	4	4	3.775	4	3.1667	3.75	3	4	20	24	27	18	23	7	21	13	1	166
1257	1	63	3	4	3	40	5	4	5	4	4	3	2	2	1	5	6	6	5	6	6	5	6	4	3	5.4	5	4	5.3333	3.8	4.75	5	5	4.275	5	3	3.75	3.6667	3.6667	19	23	17	22	22	6	27	12	4	160
1258	1	54	2	3	3	70	6	5	6	6	1	2	2	2	2	7	7	6	7	7	7	7	7	5.3333	5.6667	5.8	5.6667	5.3333	5.6667	5.8	5.5	5	5.5	5.65	5.25	4	3.25	3.6667	4	28	29	28	30	27	9	30	4	0	217
1260	1	65	2	2	3	50	6	3	5	5	4	2	4	4	4	4	3	3	3	4	4	4	6	2.3333	4.6667	3.8	3.6667	3.6667	3	3.2	3.25	1.5	2.75	3.225	2.125	2.3333	3.5	1.6667	2.3333	20	14	24	20	23	6	27	11	7	156
1261	1	45	0	2	3	40	4	3	4	3	4	5	3	5	4	3	5	3	3	5	4	4	4	2.6667	4.3333	3	2.3333	3	4.6667	2.6	3	2	2.25	2.8	2.125	2.3333	2.25	2	2.6667	8	17	17	13	15	3	19	19	5	108
1262	1	71	3	3	3	50	5	6	6	5	2	1	1	1	5	7	7	7	7	7	7	7	7	5.3333	5.6667	5.8	6	5.3333	6	5	5.5	3	4.75	5.25	3.875	3.5	4	4	4	26	29	29	25	27	10	26	6	0	206
1263	1	60	2	2	3	70	5	4	5	5	3	4	3	3	3	6	3	6	4	6	6	6	5	4.3333	2.3333	3.4	5	2.6667	5.3333	3.2	4	3	3.25	3.6	3.125	2.8333	3	4	3	21	25	17	21	22	6	27	5	2	172
1264	1	55	2	4	3	70	5	5	4	5	2	3	3	3	1	6	6	6	6	6	6	5	6	4	4	4.8	3.3333	4	4.6667	4.2	4.75	4.25	4.75	4.475	4.5	2.8333	3	2.3333	3.6667	21	25	24	25	24	8	24	10	1	180
1270	1	57	2	2	3	90	3	3	3	3	3	3	3	3	3	6	5	5	5	6	6	5	6	4.3333	5.3333	4.4	1.6667	3	5.3333	4.2	4	4	4	4.1	4	2.6667	3.25	1	2	18	25	24	23	28	9	13	18	3	159
1271	1	73	4	3	3	90	4	5	5	5	2	2	1	1	1	5	4	5	4	6	6	6	6	4	4	3.6	4.3333	4	4	5.2	3.5	2.5	2.75	4.35	2.625	2.6667	2.75	4	3	25	25	23	21	18	9	16	4	0	173
1272	1	30	1	3	4	30	3	4	3	3	3	3	3	3	3	6	6	6	6	6	6	6	6	4.3333	4.6667	4.8	2.3333	3.6667	3.6667	3.8	4.25	4	4	4.025	4	3.3333	4	1.6667	1.3333	21	18	26	25	22	9	13	7	7	160
1273	1	46	1	2	3	40	5	4	4	5	4	5	4	5	5	4	4	5	4	4	4	4	4	3.6667	4.3333	3.8	4.6667	2.6667	4.6667	3	3.5	3	3.5	3.25	3.25	2.1667	3	3.3333	3	14	22	21	17	18	7	23	14	4	144
1278	1	65	3	3	3	80	4	4	3	2	4	6	5	5	5	6	5	6	3	7	3	2	3	3.3333	4	4.8	2.3333	1.3333	5.3333	3.2	5.5	1.75	1.75	4.35	1.75	1.8333	3.75	1.6667	2	20	27	25	27	26	9	22	27	3	166
1279	2	50	3	3	4	50	4	5	5	4	3	2	2	2	1	7	7	7	7	7	7	7	6	6	5.6667	5.8	3.6667	4	6	5.8	5.75	5.5	4.5	5.775	5	3.6667	4	3	3.6667	27	29	29	28	28	10	25	7	0	209
1283	1	60	2	2	3	70	4	5	5	4	2	1	1	1	1	6	5	5	6	6	6	7	6	5.6667	5.3333	4.4	3	4.3333	5	5.2	5	4.25	4.25	5.1	4.25	3.5	3.75	2.3333	3.6667	24	22	24	23	23	8	20	2	1	181
1284	1	66	8	4	3	50	5	4	4	5	2	3	2	2	1	7	7	7	6	6	6	3	5	5.3333	6	4.8	3.3333	5.6667	6	4.2	4.75	4.5	3.75	4.475	4.125	3	2.75	2.6667	3.3333	21	23	29	24	17	9	25	3	0	185
1287	1	42	0	4	3	80	5	4	6	6	2	1	1	1	1	6	4	5	6	6	7	7	5	5.6667	6	5.2	5.6667	5.3333	4	4.2	4.25	3	3.25	4.225	3.125	3.3333	4	4	3	24	20	24	22	24	7	28	3	5	181
1289	1	67	3	3	4	50	4	4	5	4	4	2	1	1	5	5	4	4	4	4	4	5	4	4	4.6667	3	4.3333	3.3333	4.3333	3.4	3.25	1.5	1.75	3.325	1.625	2.5	2.5	3.3333	2.3333	21	21	23	20	19	7	26	5	0	172
1291	1	59	0	2	1	50	4	3	4	5	3	3	2	2	1	2	5	4	4	2	6	5	4	3	3	4	3	4	3.3333	2.6	3	3.25	3.25	2.8	3.25	2.3333	2	2.6667	3	14	18	12	14	13	2	18	10	8	113
1295	1	34	0	4	3	90	4	5	5	5	3	1	1	2	1	7	6	7	7	7	7	7	7	5.3333	6	6	5.3333	5.6667	6	5.4	5.5	5.25	6	5.45	5.625	3.8333	4	3.6667	3.6667	27	23	26	29	27	9	26	6	7	194
1296	1	31	0	2	3	70	4	4	4	3	4	4	2	3	5	4	4	5	7	6	6	5	5	4	4	3.8	2.6667	2.6667	3.3333	3.8	4	4.25	4	3.9	4.125	2.6667	3	2.3333	2	18	20	20	23	22	6	14	20	9	134
1301	1	53	1	2	3	70	5	4	4	5	2	3	3	3	4	6	6	6	6	6	6	6	6	5	5	4.8	2.3333	4.3333	4.6667	4	4	4	4	4	4	3.1667	3.5	2.3333	3.3333	24	25	27	27	26	10	25	18	0	186
1303	2	53	3	3	3	60	5	4	5	5	3	4	2	2	2	6	6	6	6	6	6	6	5	4.6667	5	5	3.3333	4.6667	4.6667	4.4	4	4.25	4.25	4.2	4.25	3.3333	3	4	3.3333	20	20	19	22	22	7	26	11	6	159
1305	2	45	2	2	3	80	5	6	5	5	1	2	1	1	1	7	6	6	7	6	7	7	5	6	4.3333	4.6	6	5.3333	5.6667	5.8	5.5	5	5.25	5.65	5.125	3.5	3	4	3.6667	29	28	22	25	28	10	28	5	0	205
1308	1	48	2	1	3	20	1	1	1	1	4	5	5	5	4	4	4	6	6	7	6	3	5	2.6667	2.6667	4	1.6667	2.6667	4.6667	2.2	3	1.75	1.75	2.6	1.75	2.1667	2.5	1.6667	3	6	15	18	18	21	2	14	27	5	102
1310	1	50	2	3	3	90	5	5	6	6	2	1	1	1	1	6	6	6	7	5	7	7	7	5.6667	4.3333	5.6	6	5.6667	5.6667	4.4	5	5	5.25	4.7	5.125	3.6667	3.75	4	4	27	28	26	28	28	9	29	6	3	206
1312	1	64	2	2	3	50	3	2	2	3	3	4	2	2	1	5	2	3	4	4	3	3	4	2.6667	4.3333	4.4	5.3333	2	5	2.2	3	3.5	4.25	2.6	3.875	2.5	2.75	3.6667	2.6667	16	17	14	16	16	5	11	12	7	116
1313	2	33	0	4	3	70	5	5	5	5	2	3	2	2	2	7	5	6	7	6	7	7	6	6	6	5.6	4	4.3333	5	5.4	5.25	4.75	6	5.325	5.375	3.3333	3.75	3	3	24	25	22	28	25	8	27	12	4	183
1314	1	58	3	1	3	80	5	4	6	5	2	1	1	1	2	4	4	5	4	5	6	6	5	4.6667	4	4	4.3333	3.6667	4.6667	4	4	2.5	3.25	4	2.875	3.6667	3.5	4	2.6667	23	16	29	26	25	9	26	5	0	189
1315	1	18	0	2	4	60	4	5	5	5	2	2	3	3	1	6	7	5	5	5	6	7	5	5.3333	4.6667	4	2.6667	2.3333	4.3333	4	4.75	4.5	2.5	4.375	3.5	3.1667	3	2.6667	4	23	23	26	28	23	8	23	8	3	183
1319	2	39	0	4	3	20	4	2	3	3	5	5	5	5	5	2	2	3	3	3	3	2	2	2	3	2.6	3.3333	3.3333	3	2	2.75	2	2.75	2.375	2.375	2	2.25	2	2	10	13	7	11	11	3	16	17	8	86
1320	1	68	2	3	3	60	4	5	4	4	3	5	4	3	4	5	4	6	6	5	5	5	5	4	4	4	4.3333	4.3333	4	4.2	4.25	4.25	4.5	4.225	4.375	2.5	3	3	3.3333	21	19	27	23	22	8	23	9	2	172
1324	2	50	2	2	3	50	5	2	2	5	3	5	2	5	2	6	4	5	5	5	5	6	6	3.3333	3.3333	3.8	4.6667	4.3333	4	3.4	4.25	3.75	4.25	3.825	4	2.3333	2.5	2.3333	3	18	19	23	24	23	7	24	19	7	152
1325	1	57	3	2	3	40	6	3	6	6	3	3	4	5	4	4	4	3	3	4	4	3	5	3.3333	4.3333	2.6	1	1.6667	2	3	2.5	1.25	1.5	2.75	1.375	1.3333	2	1	2.3333	14	13	26	17	18	7	28	21	8	134
1326	1	54	1	3	3	50	4	4	4	4	2	2	4	4	2	6	5	6	5	7	5	6	5	4.6667	4	4.4	1.6667	4.6667	5	3.4	3.5	4.25	4.5	3.45	4.375	2.5	2.5	1.3333	3.6667	21	25	25	24	23	7	22	16	8	163
1329	1	50	3	2	4	40	3	1	3	3	5	4	5	6	4	6	4	6	6	6	6	5	6	2.6667	3.3333	5.2	3	2	5.3333	3	3.75	5	4.25	3.375	4.625	2.6667	3	2	3	13	18	19	17	17	2	15	21	7	113
1331	1	54	2	3	3	40	4	4	4	3	2	4	3	3	3	6	6	7	5	6	6	6	6	5.3333	5	5	5.3333	5	5.3333	5.2	4.75	5.75	5	4.975	5.375	3.5	3	3.3333	4	25	25	28	26	23	9	19	7	0	188
1332	1	40	2	4	3	70	3	3	4	4	2	5	3	4	1	5	5	4	4	5	6	6	5	4.3333	4.6667	3.8	3.6667	4	4	3.6	3.5	2.5	2.25	3.55	2.375	2.6667	2.5	2.3333	2.3333	19	13	24	19	16	8	18	16	3	138
1333	1	64	2	2	3	40	4	4	3	4	2	1	1	1	4	7	6	7	5	6	5	5	6	4.3333	4.6667	4.8	5	4	5.3333	4	4	4.25	4.5	4	4.375	3.6667	3.5	3.6667	4	23	26	26	22	24	8	20	5	0	184
1338	1	72	2	2	3	50	4	4	4	4	2	3	4	4	4	5	6	6	7	6	7	6	7	2.6667	3.6667	4	5	4.6667	4.6667	5.4	4.75	6	6	5.075	6	2.8333	3	2.6667	3.3333	23	23	28	22	20	10	21	10	1	176
1341	1	33	1	2	3	40	5	4	6	6	3	5	4	3	1	6	6	5	6	7	6	6	6	4.3333	4.6667	4.2	4	5.6667	4	4.4	4.75	4	2	4.575	3	2.5	3.25	3	3.6667	20	24	24	24	24	8	25	13	2	174
1343	2	53	1	3	3	60	4	4	4	6	3	3	2	2	2	5	4	6	6	5	5	4	5	4	4	4.4	3.3333	3.6667	4.3333	3.8	3.75	3.25	4	3.775	3.625	2.6667	3	3	2.3333	17	20	22	22	23	6	23	17	3	153
1345	1	38	4	2	3	40	4	3	4	5	4	3	4	4	2	5	5	5	5	5	5	5	5	5	5.6667	5.2	2.3333	4.3333	4	3.6	5.25	4.75	4	4.425	4.375	3.1667	3	1	2.3333	19	27	18	25	27	8	25	20	9	160
1349	1	37	2	4	4	30	5	5	5	5	5	2	2	2	2	6	5	6	6	6	6	6	6	5	3.3333	4.6	4.6667	4.3333	4	5	5	5	5	5	5	3	3	2.3333	2.6667	19	18	19	20	23	7	20	14	7	145
1350	1	37	2	3	3	90	4	4	4	5	2	1	1	1	1	6	6	6	6	7	7	7	6	4.3333	3.6667	4.6	3	3	5	5	5	5	5.25	5	5.125	3.1667	3.75	2.3333	3.6667	22	27	26	25	23	8	25	11	2	183
1351	1	43	1	4	3	10	4	3	3	4	5	1	1	5	4	5	5	4	5	5	5	6	5	2.6667	3.6667	4.2	6	2	5.3333	2	3.75	2	2.75	2.875	2.375	2.3333	3	3.3333	2.6667	21	25	25	21	26	2	19	9	8	162
1356	1	62	3	3	3	70	4	6	3	4	1	5	5	3	6	6	6	7	7	7	7	7	7	4.6667	4	4.8	4.3333	5	4.6667	4.2	4.5	4.25	4	4.35	4.125	3.6667	3.5	3	3	21	25	19	27	25	8	25	9	1	180
1357	1	33	3	2	3	60	6	4	5	6	3	4	3	3	2	4	5	4	5	6	6	5	6	4	2.3333	4	4.3333	3.3333	4.3333	4.2	4.25	3.5	3	4.225	3.25	2.1667	2	4	2.6667	21	24	28	26	24	9	29	19	7	175
1359	1	86	2	4	3	40	2	3	3	2	3	2	2	2	2	6	6	6	2	6	5	3	6	3.6667	2.3333	4.4	3.6667	3.3333	6	3.6	4.25	6	5.25	3.925	5.625	2.6667	3.5	2.3333	2.6667	19	27	28	28	23	8	19	12	0	180
1360	1	66	3	2	3	70	5	5	5	6	2	2	2	2	1	6	6	6	6	6	6	6	6	5	5	5.2	4.3333	4.3333	4.3333	4.6	4.75	3.5	4	4.675	3.75	3.6667	4	3	3.3333	27	14	24	27	27	9	28	8	2	186
1361	2	63	2	2	3	50	4	6	4	3	3	1	1	2	1	4	7	5	5	7	5	5	6	4.6667	4.3333	5.6	5.3333	5.3333	6	3.2	4.75	3.5	4.5	3.975	4	3.3333	3.75	3.6667	4	25	27	23	21	16	5	15	9	0	163
1364	1	40	2	2	5	70	6	6	6	6	1	5	2	2	1	7	7	7	7	7	7	7	7	6	6	6	3	5.3333	5	5.8	6	6	6	5.9	6	3.8333	4	2.3333	4	29	28	28	30	27	10	30	6	0	216
1365	2	63	2	2	2	90	3	4	4	4	2	1	1	1	3	6	6	6	7	6	6	6	6	4.6667	5	4.6	4.6667	4	3.6667	4.8	5	5	5.25	4.9	5.125	3.8333	3.25	3.6667	2.3333	26	21	13	23	26	8	26	11	1	171
1369	1	67	2	3	3	60	3	4	3	3	2	1	1	1	1	5	5	5	5	5	5	5	5	3.6667	4.3333	4.4	5	3	5	3.6	3.25	3	3.25	3.425	3.125	3.1667	2.75	4	4	19	24	13	22	20	6	16	6	8	146
1371	1	28	0	2	3	20	5	4	5	5	3	1	2	2	1	5	7	2	4	7	4	6	4	3.3333	5.3333	4.6	4	6	3	3.2	4.5	3.25	3	3.85	3.125	2.5	3.25	3	2.3333	13	9	24	17	22	5	27	6	0	151
1374	2	42	0	2	3	40	4	4	4	4	4	4	4	4	5	6	4	5	5	5	5	5	5	3.6667	4	4	4	3.6667	3.3333	3.6	4	4	4.5	3.8	4.25	2.8333	2.75	3	3	18	22	15	21	20	6	21	16	5	142
1378	1	51	3	2	2	40	4	4	4	5	3	5	4	5	5	6	6	7	6	7	7	7	7	5	5	4.4	6	5.3333	5	4.8	5.5	4.25	5	5.15	4.625	3	3	3.6667	3	22	28	26	21	19	7	18	9	4	168
1384	2	56	0	2	3	60	3	3	3	3	4	3	3	3	3	5	3	4	4	5	5	3	4	3	4	4.6	1	3.3333	3.6667	3	3.25	2.5	2.75	3.125	2.625	2	3	1.6667	1.3333	13	15	11	13	21	4	18	18	8	109
1388	1	55	2	4	2	80	4	5	5	4	2	1	1	2	1	7	6	7	7	7	6	7	6	5	4.3333	5.4	3.3333	3	5.6667	4.2	4.75	5.25	6	4.475	5.625	2.6667	3.5	3.3333	3	21	28	26	30	24	8	21	5	0	193
1393	1	48	2	2	4	80	4	4	4	3	1	6	5	5	1	6	5	5	6	6	6	7	7	5.3333	4	5.2	4	4	3.6667	3.8	4.25	4.75	5.25	4.025	5	3	3	2.6667	3.6667	23	20	23	29	27	9	23	12	5	177
1396	1	39	0	4	3	80	3	4	2	2	3	2	1	2	1	5	5	4	6	6	6	7	5	3.6667	4.3333	4.6	3.6667	3	4.3333	3.4	3.75	4.75	5.5	3.575	5.125	2.8333	3.75	3	2.3333	19	25	19	20	24	5	16	7	8	153
1397	1	54	1	2	3	50	4	3	4	4	3	6	3	3	3	5	6	7	7	7	5	4	6	4.3333	4.6667	4.2	3.3333	2.6667	5.6667	3.6	3.5	3.75	5.25	3.55	4.5	2.6667	3.25	3	2.6667	14	13	28	23	15	9	17	12	0	147
1403	2	51	2	3	4	20	4	2	4	4	5	5	5	5	5	4	3	6	7	6	6	3	4	2.3333	4	4.4	4	4.3333	5.3333	2.8	2	3	1.75	2.4	2.375	2.3333	3.25	2.3333	2.6667	16	23	15	16	15	5	20	17	6	127
1410	1	68	2	2	2	40	3	3	3	3	4	3	3	3	2	3	3	4	4	4	4	4	4	3	3.6667	3.2	4.3333	4	3.3333	3	3	3	3	3	3	2.1667	2.5	3.3333	2.6667	14	17	15	15	15	5	15	17	6	113
1415	2	42	3	1	3	20	3	5	2	3	3	4	4	4	2	6	6	6	6	4	5	6	5	5.3333	5	4.6	4.6667	4	4	4.4	4.25	3.75	5.5	4.325	4.625	2.8333	3.5	3	2.6667	22	21	22	23	24	8	19	10	2	167
1416	1	49	2	2	4	80	6	5	6	6	1	2	2	2	1	7	5	6	6	6	6	7	6	5.3333	4.3333	4.8	5.3333	4	3.6667	4.6	5	4.5	5.75	4.8	5.125	3.5	3.5	3.6667	4	26	20	13	27	27	8	28	15	5	169
1417	2	60	2	3	4	60	5	6	6	6	1	2	2	1	1	6	7	7	7	7	7	7	7	6	5	5.2	5.6667	4.6667	5.3333	5.8	5.75	6	6	5.775	6	3	3.5	3.3333	4	27	25	29	26	23	10	28	5	0	203
1420	1	50	2	3	4	90	4	4	5	5	2	2	1	1	1	6	6	6	5	6	7	7	7	5	4.6667	4.8	3.6667	4.6667	5.3333	5.2	5.25	4.5	4.75	5.225	4.625	3.5	3.5	4	3	26	24	21	24	26	8	24	5	0	188
1422	1	45	3	3	4	90	5	5	5	5	2	2	2	2	2	6	6	6	6	6	6	6	6	5	5	4.8	5	5.3333	5.3333	5	5	5	5	5	5	3.6667	3.5	3.3333	3.3333	27	22	20	26	26	9	25	4	1	190
1426	1	62	4	4	3	70	2	4	2	3	3	2	2	2	2	6	6	6	6	6	5	6	6	4.3333	4.6667	6	3.3333	4	5.6667	4.4	4.75	5	5	4.575	5	3.6667	4	2.6667	2.3333	24	25	23	24	25	8	12	7	4	170
1427	1	67	1	2	3	50	4	5	4	3	3	2	2	2	2	5	6	7	7	7	7	7	7	5	5	4.2	4.3333	3.6667	5.6667	4.8	4.5	5	6	4.65	5.5	3.6667	3	3.3333	2.3333	26	28	25	25	17	6	20	5	1	181
1429	2	39	1	2	3	60	2	3	3	2	3	3	2	2	1	4	4	5	5	6	6	6	7	4.6667	4.6667	5.2	2.3333	4	5	2.8	5.5	4.25	5	4.15	4.625	3.3333	3.75	2	2	7	26	21	26	25	9	20	9	1	164
1432	1	47	4	2	3	50	4	4	4	4	3	2	2	2	2	6	6	6	6	6	6	6	6	5	5	4.4	6	5.3333	5.3333	3.8	4	3.5	4	3.9	3.75	3.6667	3.5	4	4	26	27	25	27	27	8	27	3	5	199
1433	1	73	3	4	3	50	3	5	3	3	2	2	1	1	1	6	6	6	6	5	6	5	5	5	4.6667	4.8	4	4.3333	5	5.2	4.5	5	4.75	4.85	4.875	3	3.25	2.6667	2.6667	24	27	23	27	24	9	17	8	1	182
1435	1	39	3	2	3	90	4	6	5	5	1	1	1	1	1	6	6	7	7	7	7	7	6	6	5.3333	4.8	5.3333	5	5.3333	5.8	5.75	2.75	3.25	5.775	3	3.5	3.5	3.6667	3.6667	28	21	27	29	27	10	20	4	0	198
1437	1	52	3	3	3	70	4	5	4	4	2	2	2	2	2	6	6	6	6	6	6	7	6	5	4	4.4	5	4.3333	4.3333	5	5	5	5.25	5	5.125	3	3	3.6667	3.6667	24	21	22	24	22	9	23	6	1	178
1442	1	58	2	3	3	50	2	4	2	2	3	4	4	4	4	5	6	4	5	5	5	5	4	4.3333	4.6667	4.2	4.3333	4	4	4.2	4	5	4.25	4.1	4.625	3	3	3	2.6667	22	18	25	24	20	8	6	7	9	147
1443	1	43	4	3	3	80					2	2	2	2	2	5	5	5	5	5	5	5	5	4	4	4	5	4.3333	4	4	4	4	4	4	4	3.8333	3.75	3	2.6667	24	21	20	18	24	8	24	5	1	173
1447	1	55	2	3	3	50	5	5	5	4	2	2	1	1	2	5	4	5	5	5	5	5	4	5	5	5	4.3333	4.6667	4.6667	3.8	3.5	3.5	3.5	3.65	3.5	3.3333	3.5	3.3333	3	25	19	19	23	22	7	23	9	2	167
1451	1	69	3	4	3	30	3	3	3	3	4	2	2	2	1	2	3	3	2	4	3	2	2	1.6667	2	2.2	3	3.3333	2.3333	2	1.75	1.25	1	1.875	1.125	1.1667	1.25	2	1.6667	16	16	16	17	21	4	20	22	8	120
1453	1	72	1	3	3	10	4	4	3	1	4	6	6	6	6	4	3	5	5	5	3	2	6	2	3.3333	3.6	1.3333	3.6667	5.3333	2.8	3	3.5	4.25	2.9	3.875	3	2.5	1.3333	2.6667	10	21	15	23	13	2	21	20	5	120
1455	1	48	3	2	3	50	5	5	5	5	1	2	2	2	1	6	5	6	7	7	6	7	6	5.6667	6	5.8	5	5	5.3333	4.8	5	5.5	5.75	4.9	5.625	3.3333	4	3.6667	3.6667	24	24	21	23	28	8	24	3	1	188
1467	1	51	3	4	3	60	4	4	3	4	4	3	2	2	2	6	5	6	6	6	7	7	6	5	5	4.2	2.3333	3.6667	4.6667	4.8	4.75	5.25	4.75	4.775	5	3	2.75	2.6667	3	23	25	25	26	27	8	21	7	2	186
1470	2	49	1	3	3	20	4	4	4	4	2	2	2	2	2	5	5	5	5	6	5	5	3	5	4.3333	5	4.6667	3.3333	5	4.2	4.5	3.75	4.25	4.35	4	2.8333	3	3	2.6667	24	21	23	25	23	8	25	6	2	181
1474	1	70	2	4	3	50	4	4	4	3	5	2	2	2	3	6	4	6	6	6	6	6	6	5	4	4.4	5.3333	4	5.3333	4.4	4.75	4	4.25	4.575	4.125	3	3.25	4	3.3333	22	27	22	24	24	7	22	5	2	181
1476	1	52	2	3	4	60	4	4	4	4	2	3	3	3	2	6	6	5	5	6	6	5	5	5	4.3333	5	5.3333	4.6667	5.3333	4.2	4.25	4.75	4.75	4.225	4.75	3.1667	3	3.6667	3.6667	24	23	21	25	23	8	24	5	2	181
1478	1	55	3	4	2	60	3	4	2	2	3	4	3	3	2	3	4	6	5	4	4	3	4	4	3	3.6	4.6667	1	5	2.8	2.25	2.75	2.5	2.525	2.625	1.6667	1.75	3.3333	2	15	22	22	13	16	6	18	12	9	131
1480	2	47	0	3	3	20	4	2	4	5	5	6	6	6	6	4	4	4	5	5	5	4	2	3.6667	3	3.4	1.6667	3.3333	3	2.8	3.25	2.75	4.25	3.025	3.5	2.1667	2	2.3333	1.6667	15	21	16	18	18	3	23	23	9	122
1484	1	49	3	2	3	60	5	5	5	5	2	2	2	2	1	6	6	6	6	6	7	6	7	5.3333	6	5	3.3333	4	5.3333	5.2	4.5	3	3.75	4.85	3.375	3	3.75	3	3.6667	22	16	18	25	24	9	26	11	0	169
1485	1	78	2	4	3	30	4	2	2	4	4	3	1	1	1	3	4	4	4	5	4	2	6	2	4	3.4	1.6667	2.3333	3.3333	2.4	2.75	3	3.5	2.575	3.25	2	2.25	1	2	8	15	10	16	11	3	16	8	2	109
1486	1	37	2	2	4	60	4	4	4	4	3	2	1	2	1	6	4	4	4	4	5	7	6	3.6667	3.3333	5.8	3.6667	4	3.3333	3.8	4.25	3.25	5.75	4.025	4.5	3.5	3.25	3.3333	3.3333	18	16	22	24	25	5	25	3	0	172
1487	1	43	1	2	3	90	4	4	5	5	3	1	1	1	1	6	5	6	7	6	6	6	6	4	3.3333	4.2	5.6667	3.6667	5	4.2	4.25	4.75	4.75	4.225	4.75	2.3333	3	4	3.3333	21	26	10	21	24	5	24	10	5	156
1490	1	31	0	2	3	70	4	4	4	4	2	2	2	2	2	5	5	5	5	5	5	5	6	5	5	5	2.6667	4.3333	4	4.4	4.25	4.25	4.75	4.325	4.5	4	4	2.3333	1.6667	24	18	29	25	22	8	24	10	3	177
1494	1	65	2	4	3	80	3	5	4	2	2	2	2	2	2	5	4	6	3	5	5	5	5	5.3333	5.3333	4	5	4.3333	5.3333	4.8	4	3.5	3.5	4.4	3.5	3	2.5	3.3333	3.3333	24	24	19	20	23	8	12	6	0	164
1495	1	44	1	1	3	50	4	4	4	4	3	4	3	3	4	4	4	4	4	4	4	4	4	3.6667	3	2.8	5	4	4	3.8	4	4.5	4.75	3.9	4.625	2.5	2.25	3	3	26	27	24	26	26	8	27	11	8	185
1498	1	48	1	2	3	70	4	4	4	5	1	1	1	1	1	7	7	7	4	7	7	7	7	6	6	5.6	1	5.6667	5.3333	6	5.5	4	4.5	5.75	4.25	4	3.75	2.6667	4	29	19	28	28	25	10	24	0	0	203
1501	1	51	5	3	4	70	5	5	5	5	2	2	2	2	1	6	6	5	5	6	6	6	6	5	4	4.2	4.3333	4	5.3333	4.2	4.25	4.25	4.5	4.225	4.375	3.3333	3.25	3.3333	3.3333	26	24	25	27	27	8	27	9	2	193
1506	1	36	0	2	3	80	5	4	4	5	3	2	2	3	2	6	5	6	6	6	5	5	4	4	4.6667	3.8	3.3333	3.3333	4.3333	3.2	3.5	3.25	3.25	3.35	3.25	2.6667	3	3	2.6667	20	23	21	21	22	7	24	17	6	155
1507	1	71	1	2	3	40	3	3	4	4	5	3	3	3	2	3	4	3	3	3	3	2	3	3	2.6667	2.2	2.6667	3	3	2.4	2	2.5	1.75	2.2	2.125	1.8333	2	1.6667	2.6667	8	11	18	9	11	4	14	18	2	95
1510	1	56	2	3	3	90	3	6	3	2	2	1	1	1	1	5	5	5	6	6	7	7	5	6	6	5.2	4.6667	4.6667	5.6667	4.6	4	3.25	4	4.3	3.625	3.6667	2.75	3.6667	3.6667	27	29	29	29	26	9	20	5	1	203
1511	1	52	1	4	4	90	6	6	6	6	1	1	1	1	1	7	7	7	6	7	7	7	7	5.6667	4.3333	6	5.3333	5.3333	6	6	6	5.5	5.75	6	5.625	4	4	4	4	27	26	28	29	27	10	29	4	0	212
1514	1	63	3	4	3	80	4	5	4	4	1	2	1	1	1	7	7	7	6	7	7	6	7	6	5	5.2	5.3333	4.3333	5.3333	5.2	5.25	5	5	5.225	5	3.5	3	3.6667	4	26	27	28	28	26	10	23	4	0	204
1515	1	26	0	4	4	70	4	3	5	4	2	2	1	2	4	7	7	5	5	5	7	7	7	4.6667	4.3333	4.2	4.3333	2	3.6667	4	5	6	5.5	4.5	5.75	3.1667	3.25	3	2.6667	22	22	30	28	22	8	22	16	4	174
1516	1	28	0	2	3	60	4	3	4	4	3	2	2	2	1	5	5	5	5	6	6	4	4	4	3.3333	4.8	1.6667	2	4.3333	3	3.75	2.75	2	3.375	2.375	2.3333	3.25	1	2.3333	14	14	23	18	20	7	24	14	2	144
1518	1	50	2	4	3	40	5	5	5	5	4	4	4	4	5	7	6	6	5	5	6	5	5	5.3333	4.6667	4.8	3.6667	3.3333	6	5.2	5	5.25	5.25	5.1	5.25	3.1667	3	3	3.6667	25	24	28	27	26	9	23	7	1	194
